"code","inclusion_notes","exclusion_notes"
"L744","Hypohidrose",""
"L749","Affection des glandes sudoripares SAI","hyperhidrose [R61.-]"
"L75","","dyshidrose [pompholyx] [L30.1]
hidrosadénite suppurée [L73.2]"
"L752","Maladie de Fox–Fordyce",""
"L759","","dyshidrose [pompholyx] [L30.1]
hidrosadénite suppurée [L73.2]"
"L81","","envie SAI [Q82.5]
nævus – voir Index alphabétique –
syndrome de Peutz–Jeghers [Q85.8]"
"L814","Lentigo",""
"L817","Angiome serpigineux",""
"L818","Pigmentation :
 - ferrique
 - par tatouage",""
"L819","","envie SAI [Q82.5]
nævus – voir Index alphabétique –
syndrome de Peutz–Jeghers [Q85.8]"
"L82","Dermatose papuleuse noire
Maladie de Leser–Trélat
Verrue séborrhéique",""
"L83","Papillomatose confluente et réticulée",""
"L84","Durillon",""
"L85","","affections hypertrophiques de la peau [L91.-]"
"L850","","ichtyose congénitale [Q80.-]"
"L851","","kératose palmaire et plantaire héréditaire [Q82.8]"
"L853","Dermite avec peau sèche",""
"L858","Corne cutanée",""
"L859","","affections hypertrophiques de la peau [L91.-]"
"L86","Kératose folliculaire  due à l'avitaminose A [E50.8]
Xérodermie  due à l'avitaminose A [E50.8]",""
"L87","","granulome annulaire (perforant) [L92.0]"
"L870","Hyperkératose folliculaire pénétrante",""
"L879","","granulome annulaire (perforant) [L92.0]"
"L88","Pyodermite phagédénique","dermite gangréneuse [L08.0]"
"L89","escarre (de décubitus)
ulcère par plâtre","ulcère trophique du col de l'utérus dû à un pessaire [N86]"
"L891","Ulcère de décubitus [pression] avec :
• abrasion
• perte de substance cutanée partielle atteignant l'épiderme et/ou le derme
• perte de substance cutanée SAI
• phlyctène",""
"L892","Ulcère de décubitus [pression] avec perte de substance cutanée complète entraînant une atteinte ou une nécrose du tissu souscutané jusqu'au fascia sousjacent",""
"L893","Ulcère de décubitus [pression] avec nécrose des muscles, os et structures de soutien (tendon ou capsule articulaire)",""
"L899","Ulcère de décubitus [pression] sans mention de stade","ulcère trophique du col de l'utérus dû à un pessaire [N86]"
"L900","","lichen scléreux des organes génitaux externes :
 - femme [N90.4] 
 - homme [N48.0]"
"L905","Cicatrice :
 - SAI
 - adhérente (peau)
Défiguration due à des cicatrices","cicatrice :
 - chéloïde [L91.0] 
 - hypertrophique [L91.0]"
"L910","Cicatrice chéloïde","acné chéloïde [L73.0]
cicatrice SAI [L90.5]"
"L92","","granulome actinique [L57.5]"
"L920","Granulome annulaire perforant",""
"L921","","avec diabète sucré [E10-E14]"
"L929","","granulome actinique [L57.5]"
"L93","","lupus :
 - érythémateux disséminé [M32.-] 
 - exedens [A18.4] 
 - vulgaire [A18.4] 
sclérodermie [M34.-]"
"L930","Lupus érythémateux SAI",""
"L932","Lupus érythémateux profond
Panniculite lupique",""
"L94","","affections disséminées du tissu conjonctif [M30-M36]"
"L940","Sclérodermie circonscrite",""
"L941","Lésions en coup de sabre",""
"L949","","affections disséminées du tissu conjonctif [M30-M36]"
"L95","","angéite d'hypersensibilité [M31.0]
angiome serpigineux [L81.7]
granulomatose avec polyangéite [M31.3]
granulomatose de Wegener [M31.3]
maladie sérique [T80.6]
panniculite :
 - SAI [M79.3] 
 - affectant le cou et le dos [M54.0] 
 - lupique [L93.2] 
 - récidivante [Weber–Christian] [M35.6] 
périartérite noueuse [M30.0] 
purpura rhumatoïde [Schönlein–Henoch] [D69.0] 
urticaire [L50.-] 
vascularite rhumatoïde [M05.2]"
"L950","Atrophie blanche (en plaques)",""
"L959","","angéite d'hypersensibilité [M31.0]
angiome serpigineux [L81.7]
granulomatose avec polyangéite [M31.3]
granulomatose de Wegener [M31.3]
maladie sérique [T80.6]
panniculite :
 - SAI [M79.3] 
 - affectant le cou et le dos [M54.0] 
 - lupique [L93.2] 
 - récidivante [Weber–Christian] [M35.6] 
périartérite noueuse [M30.0] 
purpura rhumatoïde [Schönlein–Henoch] [D69.0] 
urticaire [L50.-] 
vascularite rhumatoïde [M05.2]"
"L97","","gangrène [R02]
infections :
 - de la peau [L00-L08] 
 - spécifiques classées en A00-B99
- ulcère (de) :
 - décubitus [pression] et zone de pression [L89.–] 
 - variqueux [I83.0]  [I83.2]"
"L981","Excoriation névrotique",""
"L984","Ulcère :
 - chronique cutané SAI
 - cutané SAI
 - tropical SAI","gangrène [R02]
infections :
 - de la peau [L00-L08] 
 - spécifiques classées en A00-B99
- ulcère (de) :
 - décubitus [pression] et zone de pression [L89.–] 
 - membre inférieur NCA [L97] 
 - variqueux [I83.0]  [I83.2]"
"L985","Mucinose en foyer
Mucinose réticulée érythémateuse
Myxœdématose lichéniforme","mucinose focale orale [K13.7]
myxœdème [E03.9]"
"L986","","hyalinose cutanéomuqueuse [E78.8]"
"L987","Peau lâche ou affaissée :
 - SAI
 - après amaigrissement (chirurgie bariatrique) (régime)","hypertrophie ou affaissement de la peau de la paupière :
 - aquise [H02.3] 
 - congénitale [Q10.3] 
modifications de la peau dues à une exposition chronique aux rayonnements non ionisants [L57.-]"
"L990","Amylose :
 - lichéniforme
 - maculaire",""
"L998","Alopécie syphilitique [A51.3]
Leucodermie syphilitique [A51.3]  [A52.7]",""
"M00","","infection et réaction inflammatoire dues à une prothèse articulaire interne [T84.5]"
"M0001","clavicule
omoplate
articulation acromioclaviculaire
articulation scapulohumérale
articulation sternoclaviculaire",""
"M0002","humérus
articulation du coude",""
"M0003","cubitus
radius
articulation du poignet",""
"M0004","carpe
doigts
métacarpe
articulations entre ces os",""
"M0005","bassin
fémur
fesses
articulation de la hanche
articulation sacro-iliaque",""
"M0006","péroné
tibia
articulation du genou",""
"M0007","métatarse
orteils
tarse
articulation de la cheville
autres articulations du pied",""
"M0008","colonne vertébrale
côtes
cou
crâne
tête
tronc",""
"M0011","clavicule
omoplate
articulation acromioclaviculaire
articulation scapulohumérale
articulation sternoclaviculaire",""
"M0012","humérus
articulation du coude",""
"M0013","cubitus
radius
articulation du poignet",""
"M0014","carpe
doigts
métacarpe
articulations entre ces os",""
"M0015","bassin
fémur
fesses
articulation de la hanche
articulation sacro-iliaque",""
"M0016","péroné
tibia
articulation du genou",""
"M0017","métatarse
orteils
tarse
articulation de la cheville
autres articulations du pied",""
"M0018","colonne vertébrale
côtes
cou
crâne
tête
tronc",""
"M0021","clavicule
omoplate
articulation acromioclaviculaire
articulation scapulohumérale
articulation sternoclaviculaire",""
"M0022","humérus
articulation du coude",""
"M0023","cubitus
radius
articulation du poignet",""
"M0024","carpe
doigts
métacarpe
articulations entre ces os",""
"M0025","bassin
fémur
fesses
articulation de la hanche
articulation sacro-iliaque",""
"M0026","péroné
tibia
articulation du genou",""
"M0027","métatarse
orteils
tarse
articulation de la cheville
autres articulations du pied",""
"M0028","colonne vertébrale
côtes
cou
crâne
tête
tronc",""
"M0081","clavicule
omoplate
articulation acromioclaviculaire
articulation scapulohumérale
articulation sternoclaviculaire",""
"M0082","humérus
articulation du coude",""
"M0083","cubitus
radius
articulation du poignet",""
"M0084","carpe
doigts
métacarpe
articulations entre ces os",""
"M0085","bassin
fémur
fesses
articulation de la hanche
articulation sacro-iliaque",""
"M0086","péroné
tibia
articulation du genou",""
"M0087","métatarse
orteils
tarse
articulation de la cheville
autres articulations du pied",""
"M0088","colonne vertébrale
côtes
cou
crâne
tête
tronc",""
"M009","Arthrite infectieuse SAI","infection et réaction inflammatoire dues à une prothèse articulaire interne [T84.5]"
"M0091","clavicule
omoplate
articulation acromioclaviculaire
articulation scapulohumérale
articulation sternoclaviculaire",""
"M0092","humérus
articulation du coude",""
"M0093","cubitus
radius
articulation du poignet",""
"M0094","carpe
doigts
métacarpe
articulations entre ces os",""
"M0095","bassin
fémur
fesses
articulation de la hanche
articulation sacro-iliaque",""
"M0096","péroné
tibia
articulation du genou",""
"M0097","métatarse
orteils
tarse
articulation de la cheville
autres articulations du pied",""
"M0098","colonne vertébrale
côtes
cou
crâne
tête
tronc",""
"M01","","arthropathie (au cours de) :
 - postinfectieuse et réactionnelle [M03.-] 
 - sarcoïdose [M14.8]"
"M010","","arthrite postméningococcique [M03.0]"
"M0101","clavicule
omoplate
articulation acromioclaviculaire
articulation scapulohumérale
articulation sternoclaviculaire",""
"M0102","humérus
articulation du coude",""
"M0103","cubitus
radius
articulation du poignet",""
"M0104","carpe
doigts
métacarpe
articulations entre ces os",""
"M0105","bassin
fémur
fesses
articulation de la hanche
articulation sacro-iliaque",""
"M0106","péroné
tibia
articulation du genou",""
"M0107","métatarse
orteils
tarse
articulation de la cheville
autres articulations du pied",""
"M0108","colonne vertébrale
côtes
cou
crâne
tête
tronc",""
"M011","","colonne vertébrale [M49.0]"
"M0111","clavicule
omoplate
articulation acromioclaviculaire
articulation scapulohumérale
articulation sternoclaviculaire",""
"M0112","humérus
articulation du coude",""
"M0113","cubitus
radius
articulation du poignet",""
"M0114","carpe
doigts
métacarpe
articulations entre ces os",""
"M0115","bassin
fémur
fesses
articulation de la hanche
articulation sacro-iliaque",""
"M0116","péroné
tibia
articulation du genou",""
"M0117","métatarse
orteils
tarse
articulation de la cheville
autres articulations du pied",""
"M0118","colonne vertébrale
côtes
cou
crâne
tête
tronc",""
"M0121","clavicule
omoplate
articulation acromioclaviculaire
articulation scapulohumérale
articulation sternoclaviculaire",""
"M0122","humérus
articulation du coude",""
"M0123","cubitus
radius
articulation du poignet",""
"M0124","carpe
doigts
métacarpe
articulations entre ces os",""
"M0125","bassin
fémur
fesses
articulation de la hanche
articulation sacro-iliaque",""
"M0126","péroné
tibia
articulation du genou",""
"M0127","métatarse
orteils
tarse
articulation de la cheville
autres articulations du pied",""
"M0128","colonne vertébrale
côtes
cou
crâne
tête
tronc",""
"M013","Arthrite (au cours de) :
 - fièvre typhoïde ou parathyphoïde [A01.-] 
 - gonococcique [A54.4] 
 - infection localisée à Salmonella [A02.2] 
 - lèpre [maladie de Hansen] [A30.-]",""
"M0131","clavicule
omoplate
articulation acromioclaviculaire
articulation scapulohumérale
articulation sternoclaviculaire",""
"M0132","humérus
articulation du coude",""
"M0133","cubitus
radius
articulation du poignet",""
"M0134","carpe
doigts
métacarpe
articulations entre ces os",""
"M0135","bassin
fémur
fesses
articulation de la hanche
articulation sacro-iliaque",""
"M0136","péroné
tibia
articulation du genou",""
"M0137","métatarse
orteils
tarse
articulation de la cheville
autres articulations du pied",""
"M0138","colonne vertébrale
côtes
cou
crâne
tête
tronc",""
"M0141","clavicule
omoplate
articulation acromioclaviculaire
articulation scapulohumérale
articulation sternoclaviculaire",""
"M0142","humérus
articulation du coude",""
"M0143","cubitus
radius
articulation du poignet",""
"M0144","carpe
doigts
métacarpe
articulations entre ces os",""
"M0145","bassin
fémur
fesses
articulation de la hanche
articulation sacro-iliaque",""
"M0146","péroné
tibia
articulation du genou",""
"M0147","métatarse
orteils
tarse
articulation de la cheville
autres articulations du pied",""
"M0148","colonne vertébrale
côtes
cou
crâne
tête
tronc",""
"M015","Arthrite au cours de :
 - fièvre de O'nyong-nyong [A92.1] 
 - oreillons [B26.8]",""
"M0151","clavicule
omoplate
articulation acromioclaviculaire
articulation scapulohumérale
articulation sternoclaviculaire",""
"M0152","humérus
articulation du coude",""
"M0153","cubitus
radius
articulation du poignet",""
"M0154","carpe
doigts
métacarpe
articulations entre ces os",""
"M0155","bassin
fémur
fesses
articulation de la hanche
articulation sacro-iliaque",""
"M0156","péroné
tibia
articulation du genou",""
"M0157","métatarse
orteils
tarse
articulation de la cheville
autres articulations du pied",""
"M0158","colonne vertébrale
côtes
cou
crâne
tête
tronc",""
"M0161","clavicule
omoplate
articulation acromioclaviculaire
articulation scapulohumérale
articulation sternoclaviculaire",""
"M0162","humérus
articulation du coude",""
"M0163","cubitus
radius
articulation du poignet",""
"M0164","carpe
doigts
métacarpe
articulations entre ces os",""
"M0165","bassin
fémur
fesses
articulation de la hanche
articulation sacro-iliaque",""
"M0166","péroné
tibia
articulation du genou",""
"M0167","métatarse
orteils
tarse
articulation de la cheville
autres articulations du pied",""
"M0168","colonne vertébrale
côtes
cou
crâne
tête
tronc",""
"M0181","clavicule
omoplate
articulation acromioclaviculaire
articulation scapulohumérale
articulation sternoclaviculaire",""
"M0182","humérus
articulation du coude",""
"M0183","cubitus
radius
articulation du poignet",""
"M0184","carpe
doigts
métacarpe
articulations entre ces os",""
"M0185","bassin
fémur
fesses
articulation de la hanche
articulation sacro-iliaque",""
"M0186","péroné
tibia
articulation du genou",""
"M0187","métatarse
orteils
tarse
articulation de la cheville
autres articulations du pied",""
"M0188","colonne vertébrale
côtes
cou
crâne
tête
tronc",""
"M02","","rhumatisme articulaire aigu [I00]
maladie de Behçet [M35.2]"
"M0201","clavicule
omoplate
articulation acromioclaviculaire
articulation scapulohumérale
articulation sternoclaviculaire",""
"M0202","humérus
articulation du coude",""
"M0203","cubitus
radius
articulation du poignet",""
"M0204","carpe
doigts
métacarpe
articulations entre ces os",""
"M0205","bassin
fémur
fesses
articulation de la hanche
articulation sacro-iliaque",""
"M0206","péroné
tibia
articulation du genou",""
"M0207","métatarse
orteils
tarse
articulation de la cheville
autres articulations du pied",""
"M0208","colonne vertébrale
côtes
cou
crâne
tête
tronc",""
"M0211","clavicule
omoplate
articulation acromioclaviculaire
articulation scapulohumérale
articulation sternoclaviculaire",""
"M0212","humérus
articulation du coude",""
"M0213","cubitus
radius
articulation du poignet",""
"M0214","carpe
doigts
métacarpe
articulations entre ces os",""
"M0215","bassin
fémur
fesses
articulation de la hanche
articulation sacro-iliaque",""
"M0216","péroné
tibia
articulation du genou",""
"M0217","métatarse
orteils
tarse
articulation de la cheville
autres articulations du pied",""
"M0218","colonne vertébrale
côtes
cou
crâne
tête
tronc",""
"M0221","clavicule
omoplate
articulation acromioclaviculaire
articulation scapulohumérale
articulation sternoclaviculaire",""
"M0222","humérus
articulation du coude",""
"M0223","cubitus
radius
articulation du poignet",""
"M0224","carpe
doigts
métacarpe
articulations entre ces os",""
"M0225","bassin
fémur
fesses
articulation de la hanche
articulation sacro-iliaque",""
"M0226","péroné
tibia
articulation du genou",""
"M0227","métatarse
orteils
tarse
articulation de la cheville
autres articulations du pied",""
"M0228","colonne vertébrale
côtes
cou
crâne
tête
tronc",""
"M0231","clavicule
omoplate
articulation acromioclaviculaire
articulation scapulohumérale
articulation sternoclaviculaire",""
"M0232","humérus
articulation du coude",""
"M0233","cubitus
radius
articulation du poignet",""
"M0234","carpe
doigts
métacarpe
articulations entre ces os",""
"M0235","bassin
fémur
fesses
articulation de la hanche
articulation sacro-iliaque",""
"M0236","péroné
tibia
articulation du genou",""
"M0237","métatarse
orteils
tarse
articulation de la cheville
autres articulations du pied",""
"M0238","colonne vertébrale
côtes
cou
crâne
tête
tronc",""
"M0281","clavicule
omoplate
articulation acromioclaviculaire
articulation scapulohumérale
articulation sternoclaviculaire",""
"M0282","humérus
articulation du coude",""
"M0283","cubitus
radius
articulation du poignet",""
"M0284","carpe
doigts
métacarpe
articulations entre ces os",""
"M0285","bassin
fémur
fesses
articulation de la hanche
articulation sacro-iliaque",""
"M0286","péroné
tibia
articulation du genou",""
"M0287","métatarse
orteils
tarse
articulation de la cheville
autres articulations du pied",""
"M0288","colonne vertébrale
côtes
cou
crâne
tête
tronc",""
"M029","","rhumatisme articulaire aigu [I00]
maladie de Behçet [M35.2]"
"M0291","clavicule
omoplate
articulation acromioclaviculaire
articulation scapulohumérale
articulation sternoclaviculaire",""
"M0292","humérus
articulation du coude",""
"M0293","cubitus
radius
articulation du poignet",""
"M0294","carpe
doigts
métacarpe
articulations entre ces os",""
"M0295","bassin
fémur
fesses
articulation de la hanche
articulation sacro-iliaque",""
"M0296","péroné
tibia
articulation du genou",""
"M0297","métatarse
orteils
tarse
articulation de la cheville
autres articulations du pied",""
"M0298","colonne vertébrale
côtes
cou
crâne
tête
tronc",""
"M03","","arthrites infectieuses directes au cours de maladies infectieuses et parasitaires classées ailleurs [M01.-]"
"M030","","arthrite méningococcique [M01.0]"
"M0301","clavicule
omoplate
articulation acromioclaviculaire
articulation scapulohumérale
articulation sternoclaviculaire",""
"M0302","humérus
articulation du coude",""
"M0303","cubitus
radius
articulation du poignet",""
"M0304","carpe
doigts
métacarpe
articulations entre ces os",""
